id	sentence	english	created_at
9346	這部催淚的親情電影，讓電影院裡的觀眾都看到流淚啦。	This tear-jerking family movie made the audience in the theater weep!	2026-06-29 23:08:35
9347	你別再為瞭解決這件麻煩事而哭泣了，打起精神向前看。	Stop crying for the sake of solving this troublesome matter; cheer up and look forward.	2026-06-29 23:08:35
9348	你可以幫我把這疊剛查好的發票借給我拿到客廳對獎。	Could you help me by lending this stack of newly verified invoices to check for prizes in the living room?	2026-06-29 23:08:35
9349	除了這班公車之外，另外一班開往南部的客運也可以到。	Besides this bus, another coach bound for the south can also get there.	2026-06-29 23:08:35
9350	我打算下個月跟公司借一台筆電，拿到居家床鋪上用。	I plan to borrow a laptop from the company next month to use on my bed at home.	2026-06-29 23:08:35
9351	這家日本料理店的定價很便宜，在世界上非常有名啦。	This Japanese restaurant's pricing is very cheap; it's very famous in the world!	2026-06-29 23:08:35
9352	走路的時候要看路，否則一不小心腳就會在庭院扭傷。	Watch your step when walking, otherwise you'll accidentally sprain your foot in the courtyard.	2026-06-29 23:08:35
9353	這隻黃金獵犬的左大腿受傷了，趴在床邊一動也不動。	This golden retriever's left thigh is injured; it lies by the bed without moving at all.	2026-06-29 23:08:35
9354	這款智慧型手機有支援無線語音功能，講起話來很清。	This smartphone supports wireless voice functionality; it sounds very clear when talking.	2026-06-29 23:08:35
9355	既然這件事情已經交代給他處理，你就別再碎碎念啦。	Since this matter has been handed over to him to handle, stop nagging about it!	2026-06-29 23:08:35
9356	這條老街上有很多棟日治時期留下來的古老家庭庭園。	There are many ancient family courtyards left over from the Japanese colonial period on this old street.	2026-06-29 23:08:35
9357	這隻白色的小狗眼睛左右顏色不一樣，超級獨特啦。	This white puppy's eyes have different colors on the left and right; it's super unique!	2026-06-29 23:08:35
9358	新來的工讀生雖然個子有一點矮，但體育績效超棒啦。	Although the new part-timer is a bit short, his sports performance is super great!	2026-06-29 23:08:35
9359	我們小組的報告一共分成六個部分，語言部分佔一章。	Our group's report is divided into six parts in total, and the language section takes up one chapter.	2026-06-29 23:08:35
9360	這家老字號的藥局在當地經歷了風風雨雨，信譽很好啦。	This time-honored pharmacy went through ups and downs locally; its reputation is great!	2026-06-29 23:08:35
9361	各家旅行社最近都推出了非常便宜的日本春季來回機票。	Various travel agencies have recently introduced very cheap round-trip flight tickets to Japan for spring.	2026-06-29 23:08:35
9362	小明這學期的期末考成績在各科的表現都退步了啦。	Xiao Ming's final exam grades this semester fluctuated in performance across all subjects!	2026-06-29 23:08:35
9363	這款除濕機有各種聰明省電模式，放在房間床頭超靜。	This dehumidifier has various smart power-saving modes; it's super quiet when placed at the bedside.	2026-06-29 23:08:35
9364	這家早餐店的鮮奶茶味道很濃鬱，我每天都要喝。	The fresh milk tea at this breakfast shop tastes very rich; I have to drink it every day.	2026-06-29 23:09:15
9365	小寶寶喝完牛奶之後就睡著了，模樣看起來超可愛。	The baby fell asleep after drinking milk; they look super cute.	2026-06-29 23:09:15
9366	阿嬤每天下午都會去超市買一盒鮮奶油來做草莓蛋糕。	Grandma goes to the supermarket every afternoon to buy a carton of whipping cream to make strawberry cake.	2026-06-29 23:09:15
9367	這款燕麥奶最近在網路上非常紅，搭配黑咖啡超好喝。	This oat milk has been very popular online recently; it tastes amazing with black coffee.	2026-06-29 23:09:15
9368	妹妹肚子餓的時候，就會一直吵著要媽媽泡奶粉給她。	When my younger sister is hungry, she keeps clamoring for mom to make milk formula for her.	2026-06-29 23:09:15
9369	廚房冰箱裡那瓶全脂牛奶已經過期了，千萬不要再喝。	That bottle of whole milk in the kitchen fridge has expired; please do not drink it.	2026-06-29 23:09:15
9370	多看一些各種類型的書籍，可以增長自己的知識跟見聞。	Reading more books of various genres can expand your knowledge and horizons.	2026-06-29 23:09:15
9371	他對各國的歷史文化非常瞭解，簡直是個冷知識達人。	He knows a lot about the history and culture of various countries; he's practically a trivia expert.	2026-06-29 23:09:15
9372	做人要懂得遵守社會規範，這是最基本的道德常識。	One must know how to abide by social norms; this is the most basic common sense.	2026-06-29 23:09:15
9373	這家科技公司的福利非常好，全台灣的求職者都認識。	This tech company's benefits are excellent; job seekers all over Taiwan know it.	2026-06-29 23:09:15
9374	如果你對這個領域有興趣，可以去報名相關的知識課程。	If you are interested in this field, you can sign up for related knowledge courses.	2026-06-29 23:09:15
9375	小明這學期的期末考成績很差，這次必須好好認識問題。	Xiao Ming's final exam grades this semester were bad; this time he must truly recognize the problem.	2026-06-29 23:09:15
9376	這款新包包的材質非常輕巧，即使裝了很多東西也不重。	The material of this new bag is very lightweight; it's not heavy even when packed with many things.	2026-06-29 23:09:15
9377	年輕人找工作的時候，除了薪水之外也要看未來發展。	When young people look for jobs, they should look at future development in addition to salary.	2026-06-29 23:09:15
9378	今天晚上的微風吹起來很輕柔，在公園散步真的很舒服。	The breeze tonight feels very gentle; walking in the park is truly comfortable.	2026-06-29 23:09:15
9379	這台除濕機的運轉聲音很輕，放在房間睡覺完全不吵。	The operating sound of this dehumidifier is very quiet; it's not noisy at all when placed in the room for sleeping.	2026-06-29 23:09:15
9380	醫生建議他最近飲食要清淡一點，多吃一些輕食沙拉。	The doctor suggested his diet should be lighter lately, eating more light salads.	2026-06-29 23:09:15
9381	他輕輕地把熟睡中的小嬰兒抱進嬰兒床，深怕把他吵醒。	He gently carried the sleeping baby into the crib, terrified of waking him up.	2026-06-29 23:09:15
9382	我今天早上起床的時候一直流鼻水，好像不小心感冒了。	I kept having a runny nose when I got up this morning; I seem to have caught a cold accidentally.	2026-06-29 23:09:15
9383	那隻大象用長長的鼻子把地上的木頭捲起來，超厲害。	That elephant used its long trunk to scoop up the wood on the ground; it's super impressive.	2026-06-29 23:09:15
9384	這款薄荷精油聞起來很提神，一擦上去鼻子立刻就通了。	This peppermint essential oil smells very refreshing; once applied, my nose clears up immediately.	2026-06-29 23:09:15
9385	妹妹的皮膚非常敏感，只要一碰毛娃娃鼻子就會發癢。	My sister's skin is very sensitive; her nose itches whenever she touches stuffed animals.	2026-06-29 23:09:15
9386	這家餐廳的麻辣火鍋很有名，辣到我連鼻涕都流出來。	This restaurant's spicy hot pot is very famous; it's so spicy that even my nose is running.	2026-06-29 23:09:15
9387	小狗的鼻子非常靈敏，一下子就找到主人藏的零食了。	The dog's nose is very sharp; it found the snacks hidden by its owner in no time.	2026-06-29 23:09:15
9388	今天出門帶了太多原文書，我的後揹包沉到快背不動。	I brought too many original textbooks out today; my backpack is so heavy I can barely carry it.	2026-06-29 23:09:15
9389	小明每天晚上都背單字到深夜，希望英文檢定能通過。	Xiao Ming memorizes vocabulary words until late every night, hoping to pass the English proficiency test.	2026-06-29 23:09:15
9390	爺爺最近因為長期姿勢不良，總是抱怨背部痠痛得要命。	Grandpa has been complaining about terrible back pain lately due to long-term poor posture.	2026-06-29 23:09:15
9391	這部剛上映的公路電影，背景音樂選得非常有文青感。	This newly released road movie's background music is chosen with a very hipster vibe.	2026-06-29 23:09:15
9392	在沒有查明事情真相背後的原因之前，先不要下定論。	Do not jump to conclusions before finding out the underlying reasons behind the truth.	2026-06-29 23:09:15
9393	這款真皮皮夾的背面有一個小夾層，放悠遊卡剛剛好。	The back of this genuine leather wallet has a small slot, just perfect for an EasyCard.	2026-06-29 23:09:15
9394	我爺爺今年雖然已經高齡八十歲了，身體還是很硬朗。	Although my grandpa is already eighty years old this year, his body is still very robust.	2026-06-29 23:09:15
9395	小時候每到暑假，我最期待去中部的爺爺家摘龍眼吃。	When I was a child, every summer break I looked forward most to going to grandpa's house in central Taiwan to pick longans.	2026-06-29 23:09:15
9396	客廳沙發椅上坐著的那位老先生，就是小明的老爺爺。	That old gentleman sitting on the living room sofa chair is Xiao Ming's old grandpa.	2026-06-29 23:09:15
9397	爺爺每天早上都會去社區公園打太極拳，順便聊聊天。	Grandpa goes to the community park to practice Tai Chi and chat every morning.	2026-06-29 23:09:15
9398	這款復古風格的收音機，是爺爺年輕時一直留到現在。	This retro-style radio has been kept by grandpa since he was young until now.	2026-06-29 23:09:15
9399	全家人聚在一起做卡片，提早慶祝爺爺的八十大壽。	The whole family gathered together to make a card to celebrate grandpa's eightieth birthday in advance.	2026-06-29 23:09:15
9400	明天就是妹妹的生日了，祝她永遠青春美麗、天天開心。	Tomorrow is my sister's birthday; wish her forever young and beautiful, and happy every day.	2026-06-29 23:09:15
9401	這家老字號的土地公廟香火鼎盛，吸引很多人來祈祝。	This time-honored Earth God temple has thriving incense, attracting many people to pray and wish.	2026-06-29 23:09:15
9402	新郎新娘在婚宴上大方接吻，接受全場親友的祝福。	The bride and groom kissed generously at the wedding banquet, receiving blessings from all friends and relatives.	2026-06-29 23:09:15
9403	祝你這次的跨國商業談判順利成功，早日拿到大訂單。	Wish you smooth success in this multinational business negotiation and getting the big order soon.	2026-06-29 23:09:15
9404	祝全天下的母親母親節快樂，您們真的辛苦了一整年。	Wishing all mothers in the world a happy Mother's Day; you have truly worked hard all year.	2026-06-29 23:09:15
9405	我們在天燈上寫下滿滿的祝願，看著它慢慢飛上天空。	We wrote lots of wishes on the sky lantern, watching it slowly fly into the sky.	2026-06-29 23:09:15
9406	這把剛買的廚房主廚刀非常鋒利，切肉剁骨都輕而易舉。	This newly bought kitchen chef's knife is very sharp; cutting meat and chopping bones is effortless.	2026-06-29 23:09:15
9407	小組報告的投影片是由小明負責操刀，做得非常有質感。	The slides for the group report were masterminded by Xiao Ming; they are made with great texture.	2026-06-29 23:09:15
9408	美工刀的刀片已經生鏽了，為了安全起見還是換新的。	The box cutter's blade has rusted; for safety's sake, replace it with a new one.	2026-06-29 23:09:15
9409	這部剛上映的日本武士電影，裡面的刀光劍影超精彩。	This newly released Japanese samurai movie's swordplay inside is super exciting.	2026-06-29 23:09:15
9410	切水果的時候一定要專心，否則一不小心手就會被刀。	You must focus when cutting fruit, otherwise your hand will accidentally get cut by the knife.	2026-06-29 23:09:15
9411	這把瑞士刀雖然體積很小，但是功能很多，非常實用。	Although this Swiss Army knife is very small, it has many functions and is very practical.	2026-06-29 23:09:15
9412	阿嬤今天提著一個大竹籃，準備去傳統市場買新鮮菜。	Grandma carried a large bamboo basket today, preparing to go to the traditional market to buy fresh food.	2026-06-29 23:09:15
9413	這款智慧型手機放進置物籃之後，突然就找不到訊號。	After putting this smartphone into the storage basket, it suddenly couldn't find a signal.	2026-06-29 23:09:15
9414	學校的體育館今年暑假要重新整修，連籃框都要換新。	The school gymnasium will be renovated this summer break; even the basketball hoops will be replaced.	2026-06-29 23:09:15
9415	小明高中的時候加入了籃球隊，每天放學都要練投籃。	Xiao Ming joined the basketball team in high school; he had to practice shooting hoops every day after school.	2026-06-29 23:09:15
9416	客廳的角落放了一個漂亮的藤編籃，專門用來裝雜誌。	A beautiful rattan basket is placed in the corner of the living room, specifically for magazines.	2026-06-29 23:09:15
9417	請幫我把那袋乾淨的衣服，放進更衣室裡面的藍色籃。	Please help me put that bag of clean clothes into the blue basket inside the dressing room.	2026-06-29 23:09:15
9418	這家精品店的開幕活動辦得非常響亮，來了好多名人。	This boutique's opening event was held very resoundingly; many celebrities showed up.	2026-06-29 23:09:15
9419	放在床頭櫃的鬧鐘突然大聲響起，把我從睡夢中驚醒。	The alarm clock on the nightstand suddenly went off loudly, shocking me awake from my sleep.	2026-06-29 23:09:15
9420	這部剛上映的科幻電影音效非常震撼，響度開得很大。	This newly released sci-fi movie's sound effects are very shocking; the loudness is turned up high.	2026-06-29 23:09:15
9421	他的手機突然在安靜的會議室裡響了，氣氛變得很尷尬。	His phone suddenly rang in the quiet meeting room; the atmosphere became very awkward.	2026-06-29 23:09:15
9422	這家手作麵包店的名氣很響亮，每天下午都大排長龍。	This handmade bakery's reputation is very resounding; long lines form every afternoon.	2026-06-29 23:09:15
9423	山谷裡傳來陣陣清脆的鳥鳴聲，迴響在整個大自然中。	Crisp bird songs came from the valley, echoing throughout the entire nature.	2026-06-29 23:09:15
9424	這家傳統小吃店的招牌滷豬腳皮Q肉嫩，非常有老味道。	This traditional eatery's signature braised pork knuckle has chewy skin and tender meat; it tastes very nostalgic.	2026-06-29 23:09:15
9425	媽媽今天晚上煮了一鍋香噴噴的香菇豬肉粥，超好吃了。	Mom cooked a pot of fragrant mushroom and pork porridge tonight; it was super delicious.	2026-06-29 23:09:15
9426	這款剛上市的黃金豬排漢堡分量很大，吃完非常有飽足。	This newly launched golden pork chop burger has a huge portion; it's very filling after eating.	2026-06-29 23:09:15
9427	隔壁鹹酥雞攤的炸豬血糕炸得外酥內軟，全家人都愛吃。	The fried pork blood cake from the stand next door is crispy outside and soft inside; the whole family loves it.	2026-06-29 23:09:15
9428	這家燒烤店的松阪豬肉質很有彈性，咬起來卡滋卡滋。	This BBQ shop's Matsusaka pork is very springy; it goes crunch crunch when you bite into it.	2026-06-29 23:09:15
9429	小時候我的床頭放了一個小豬撲滿，每天都會存零錢。	When I was little, a piggy bank was placed at my bedside; I would save loose change every day.	2026-06-29 23:09:15
9430	這家精品銀樓在當地開了五十年，他們的銀飾很有名。	This boutique jewelry store has been open locally for fifty years; their silver jewelry is very famous.	2026-06-29 23:09:15
9431	政府最近大力推廣數位金融，希望大家多使用銀行。	The government has been vigorously promoting digital finance lately, hoping everyone uses banks more.	2026-06-29 23:09:15
9432	這款智慧型手機的外殼是太空銀色，看起來科技感十足。	This smartphone's casing is space silver; it looks full of technological sophistication.	2026-06-29 23:09:15
9433	不論是要辦理什麼業務，去銀行開戶都必須帶雙證件。	No matter what business you are processing, opening a bank account requires bringing two IDs.	2026-06-29 23:09:15
9434	他的皮夾裡放了好幾張信用金卡，還有一些銀行禮券。	His wallet contains several gold credit cards and some bank gift certificates.	2026-06-29 23:09:15
9435	這座高山在冬天下雪的時候，整片山頭銀裝素裹超美。	When it snows in winter on this high mountain, the entire peak is wrapped in silver; it's super beautiful.	2026-06-29 23:09:15
9436	那隻可愛的小貓咪一肚子餓，就會一直對著鮮奶罐叫。	As soon as that cute little kitten gets hungry, it keeps meowing at the fresh milk can.	2026-06-29 23:09:15
9437	這款智慧型手機除了拍照很厲害，商務知識也必不可。	Besides being great at taking photos, this smartphone is indispensable for business knowledge.	2026-06-29 23:09:15
9438	如果你想學好英文，每天背單字是必須要做的基本功。	If you want to learn English well, memorizing vocabulary every day is a must-do basic task.	2026-06-29 23:09:15
9439	不論遇到什麼困難或挫折，我們都必須保持輕快心情。	No matter what difficulties or setbacks we encounter, we must maintain a cheerful mood.	2026-06-29 23:09:15
9440	想要減肥的話，最有效的方法就是必需要吃輕食沙拉。	If you want to lose weight, the most effective method is that you must eat light salads.	2026-06-29 23:09:15
9441	經理今天下午去總部開會，所有的銀行主管都必須到。	The manager went to the headquarters for a meeting this afternoon; all bank supervisors must attend.	2026-06-29 23:09:15
9442	請幫我把客廳的大落地窗打開，讓廚房的豬肉味散掉。	Please help me open the large French window in the living room to let the pork smell from the kitchen scatter.	2026-06-29 23:09:15
9443	妹妹最近綁了一個非常可愛的雙馬尾，看起來很年輕。	My younger sister tied a very cute pair of twin ponytails recently; she looks very young.	2026-06-29 23:09:15
9444	這家老字號的排骨飯店，大門口的櫥窗佈置有銀色刀。	This time-honored spareribs rice shop's storefront window display features silver knives.	2026-06-29 23:09:15
9445	從這座山頂的車窗往外看，可以看到漂亮的萬家燈響。	Looking out from this mountaintop car window, you can see the beautiful sounds and lights of ten thousand homes.	2026-06-29 23:09:15
9446	這款防蚊窗簾的材質很輕盈，非常適合夏天在房間裝。	This mosquito-proof window curtain's material is very lightweight, very suitable for installing in rooms in summer.	2026-06-29 23:09:15
9447	洗完臉之後，我最喜歡站在窗戶旁邊吹涼風、捏鼻子。	After washing my face, I like standing next to the window blowing the cool breeze and pinching my nose the most.	2026-06-29 23:09:15
9448	這部剛上映的公路電影，記錄了台灣中南部的老爺爺。	This newly released road movie records the old grandpas in central and southern Taiwan.	2026-06-29 23:09:15
9449	這棟充滿歷史感的舊建築物，剛好坐落在銀行的旁邊。	This old building full of historical feel happens to be situated right next to the bank.	2026-06-29 23:09:15
9450	做人要懂得感恩，這樣才會受到這個世界溫柔認識您。	One must know how to be grateful to be gently recognized by this world.	2026-06-29 23:09:15
9451	這款進口巧克力主打世界工藝，包裝上畫了一隻豬。	This imported chocolate highlights world craftsmanship; a pig is drawn on the packaging.	2026-06-29 23:09:15
9452	能在這個世界上遇到志同道合的懂刀朋友，真的很難。	Being able to meet like-minded friends who understand knives in this world is truly hard.	2026-06-29 23:09:15
9453	你今天怎麼看起來這麼累呀，是不是背著大籃子沒睡？	Why do you look so tired today? Did you carry a big basket and not sleep?	2026-06-29 23:09:15
9454	這隻橘貓的肚子圓滾滾的，躺在沙發上祝牠好夢呀。	This orange cat's belly is all round; lying on the sofa, wish it sweet dreams!	2026-06-29 23:09:15
9455	今天晚上的聚餐聽說有烤乳豬呀，你到底要不要去吃？	I heard tonight's dinner gathering features roast suckling pig! Are you going to eat or not?	2026-06-29 23:09:15
9456	這家新開的漢堡店分量超大呀，牛奶給得非常大方。	This newly opened burger joint's portion is huge! They are very generous with the milk.	2026-06-29 23:09:15
9457	外面的天氣看起來快要下大雨了呀，出門背好防水包。	The weather outside looks like it's going to rain heavily! Pack your waterproof bag well when going out.	2026-06-29 23:09:15
9458	這款真皮皮夾的質感真的超棒呀，拿銀行的禮券來買。	This genuine leather wallet's texture is truly super great! Buy it using the bank's gift certificates.	2026-06-29 23:09:15
9459	小明在這次的科學實驗中，學到了很多有關豬的知識。	Xiao Ming learned a lot of knowledge regarding pigs in this science experiment.	2026-06-29 23:09:15
9460	這家德國餐廳的脆皮豬腳非常有名，切肉刀必不可少。	This German restaurant's crispy pork knuckle is very famous; a meat-cutting knife is indispensable.	2026-06-29 23:09:15
9461	這條老街的長度很短，走完就可以去買一籃鮮奶饅頭。	This old street's length is very short; after walking it, you can buy a basket of fresh milk steamed buns.	2026-06-29 23:09:15
9462	不論遇到什麼挫折，阿公臉上總是掛著樂觀的響亮笑。	No matter what setbacks he encounters, grandpa always has an optimistic, resounding smile on his lips.	2026-06-29 23:09:15
9463	請幫我把那把不鏽鋼菜刀拿到廚房的大落地窗戶旁邊。	Please help me take that stainless steel kitchen knife next to the large French window in the kitchen.	2026-06-29 23:09:15
9464	這款智慧型手機的現貨數量是零，背面的銀色超搶手。	This smartphone's in-stock quantity is zero; the silver on the back is super sought after.	2026-06-29 23:09:15
9465	走路的時候要看路，否則背著大籃子很容易在野外扭。	Watch your step when walking, otherwise carrying a big basket makes it easy to sprain something in the wild.	2026-06-29 23:09:15
9466	這隻小貓胖歸胖，但要跳起來抓籃框的動作還是很輕。	Fat as this cat is, its actions to jump up and grab the basketball rim are still very light.	2026-06-29 23:09:15
9467	今天晚上經理要加班，所以拜託我替他去開跨國會議。	The manager has to work overtime tonight, so he begged me to attend the multinational meeting on his behalf.	2026-06-29 23:10:08
9468	如果你有事不能來，我可以替你把這份資料拿給主管。	If you have something come up and can't make it, I can hand this data over to the manager for you.	2026-06-29 23:10:08
9469	這款智慧型手機除了拍照很厲害，生活上替你省時間。	Besides being great at taking photos, this smartphone saves time for you in daily life.	2026-06-29 23:10:08
9470	不論遇到什麼困難，好朋友總是會替你想辦法解決。	No matter what difficulties you encounter, a good friend will always try to solve them for you.	2026-06-29 23:10:08
9471	這家老字號的汽修廠，老闆替很多古董車做過大整修。	The owner of this time-honored auto repair shop has done major overhauls for many antique cars.	2026-06-29 23:10:08
9472	既然這件事情已經交代給他，你就替大家多監督一下。	Since this matter has been handed over to him, monitor it a bit more on behalf of everyone.	2026-06-29 23:10:08
9473	他自從養成每天慢跑的習慣之後，身體變得越來越好。	Ever since he developed the habit of jogging every day, his body has become better and better.	2026-06-29 23:10:08
9474	小明非常不習慣這裡的飲食，每天都想念家鄉的小吃。	Xiao Ming is very unaccustomed to the food here; he misses his hometown snacks every day.	2026-06-29 23:10:08
9475	媽媽每天早上都會去傳統市場買菜，這已經是習慣了。	Mom goes to the traditional market to buy groceries every morning; this is already a habit.	2026-06-29 23:10:08
9476	想要在短時間內學好英文，養成閱讀的習慣是必須的。	To learn English well in a short time, developing a reading habit is necessary.	2026-06-29 23:10:08
9477	你不要習慣性地一回家就躺在床上看手機，對眼睛不好。	Don't habitually lie on the bed looking at your phone as soon as you get home; it's bad for your eyes.	2026-06-29 23:10:08
9478	每個人都有自己的生活習慣，大家住在一起要互相包容。	Everyone has their own living habits; living together requires mutual tolerance.	2026-06-29 23:10:08
9479	這棟歷史悠久的老屋，重新裝潢之後變成一間文青咖啡館。	This historic old house became a hipster cafe after being remodeled.	2026-06-29 23:10:08
9480	這間出租套房雖然空間有點小，但是採光跟屋況都很好。	Although this rental studio is a bit small, the lighting and house condition are great.	2026-06-29 23:10:08
9481	下大雨的時候，很多摩托車都會停在路邊的遮雨屋簷下。	When it rains heavily, many motorcycles park under the roadside rain-sheltered eaves.	2026-06-29 23:10:08
9482	這家特色餐廳的屋頂花園非常漂亮，可以看到一整片夜景。	This specialty restaurant's rooftop garden is very beautiful; you can see a whole night view.	2026-06-29 23:10:08
9483	客廳的沙發床旁邊放了一面全身鏡，讓屋子看起來更寬。	A full-length mirror is placed next to the living room sofa bed, making the house look wider.	2026-06-29 23:10:08
9484	這棟充滿歷史感的舊建築物，剛好坐落在世界中心屋。	This old building full of historical feel happens to be situated right at the center house of the world.	2026-06-29 23:10:08
9485	妹妹最近剪了一個非常清爽的短髮，看起來真的很可愛。	My younger sister cut a very refreshing short hairstyle recently; she looks truly cute.	2026-06-29 23:10:08
9486	這款防脫髮洗髮精聞起來有淡淡的茉莉花香，非常療癒。	This anti-hair-loss shampoo smells like a faint jasmine fragrance; it's very healing.	2026-06-29 23:10:08
9487	洗完頭髮之後，我最喜歡站在落地窗旁邊吹涼涼的微風。	After washing my hair, I like standing next to the French window blowing the cool breeze the most.	2026-06-29 23:10:08
9488	這家美髮沙龍的設計師非常專業，理髮的速度超級快。	The stylist at this hair salon is very professional; the hair-cutting speed is super fast.	2026-06-29 23:10:08
9489	小明這學期的期末考成績很差，氣到爸爸頭髮都快白了。	Xiao Ming's final exam grades this semester were bad; it angers dad so much his hair is turning white.	2026-06-29 23:10:08
9490	妹妹最近綁了一個非常可愛的雙馬尾，連髮飾都很特別。	My younger sister tied a very cute pair of twin ponytails recently; even the hair accessories are special.	2026-06-29 23:10:08
9491	我父親今年雖然已經高齡八十歲了，身體還是很硬朗。	Although my father is already eighty years old this year, his body is still very robust.	2026-06-29 23:10:08
9492	小時候每到暑假，父母親最期待帶我們去中南部度假。	When I was a child, every summer break my parents looked forward most to taking us to central and southern Taiwan for vacation.	2026-06-29 23:10:08
9493	他總是默默地在心裡唸著父母的名字，希望他們平安。	He always silently repeats his parents' names in his heart, hoping they are safe.	2026-06-29 23:10:08
9494	這家老字號的藥局在當地開了四十年，是父親傳下來的。	This time-honored pharmacy has been open locally for forty years; it was passed down by father.	2026-06-29 23:10:08
9495	不論是要辦理什麼業務，父母親的同意書都是必須的。	No matter what business is being processed, a parental consent form is necessary.	2026-06-29 23:10:08
9496	全家人聚在一起做卡片，提早慶祝父親的八十大壽。	The whole family gathered together to make a card to celebrate father's eightieth birthday in advance.	2026-06-29 23:10:08
9497	這家科技公司的福利非常好，全台灣的企業都當作範例。	This tech company's benefits are excellent; businesses all over Taiwan take it as an example.	2026-06-29 23:10:08
9498	如果你對這個領域有興趣，可以去參考相關的成功案例。	If you are interested in this field, you can refer to related successful case studies.	2026-06-29 23:10:08
9499	這部剛上映的動作電影，簡直可以稱為今年史無前例的經典。	This newly released action movie can simply be called an unprecedented classic this year.	2026-06-29 23:10:08
9500	做人要懂得遵守社會規範，這是最基本的道德典範實例。	One must know how to abide by social norms; this is a practical example of the most basic moral paradigm.	2026-06-29 23:10:08
9501	不論是辦理什麼業務，請務必按照表格的範例填寫清楚。	No matter what business you are processing, please be sure to fill it out clearly according to the form example.	2026-06-29 23:10:08
9502	這間公司的老員工很有資歷，處理各種例外狀況非常有經驗。	This company's senior employees are very experienced, very skilled at handling various exceptions.	2026-06-29 23:10:08
9503	這間套房雖然空間有點小，但是地理位置非常好，租金便宜。	Although this studio apartment is a bit small, the geographical location is excellent and the rent is cheap.	2026-06-29 23:10:08
9504	你可以幫我上網查詢一下這家出租汽車公司的網址嗎？	Could you help me look up the URL of this car rental company online?	2026-06-29 23:10:08
9505	這款智慧型手機的現貨數量是零，想買的話只能用租的。	This smartphone's in-stock quantity is zero; if you want it, you can only rent it.	2026-06-29 23:10:08
9506	經理今天下午去總部開會，順便洽談辦公室續租的合約。	The manager went to the headquarters for a meeting this afternoon, negotiating the office lease renewal contract by the way.	2026-06-29 23:10:08
9507	不論是要申請什麼貸款，房屋租賃契約都是非常重要的資料。	No matter what loan you want to apply for, the house lease contract is very important data.	2026-06-29 23:10:08
9508	這家位於山上的景觀民宿，所有的房間都已經被預租光了。	This landscape guesthouse located on the mountain has all its rooms pre-rented out already.	2026-06-29 23:10:08
9509	回到家第一件事就是脫掉外套，換上寬鬆舒服的居家服。	The first thing when getting home is to take off your coat and change into loose, comfortable home clothes.	2026-06-29 23:10:08
9510	這款智慧型手錶有防水功能，去海邊游泳也不用脫下來。	This smartwatch has a waterproof function; you don't need to take it off when swimming at the beach.	2026-06-29 23:10:08
9511	那隻可愛的小貓咪一肚子餓，就會一直對著我擺脫不掉。	As soon as that cute little kitten gets hungry, it keeps following me around and I can't shake it off.	2026-06-29 23:10:08
9512	想要在短時間內脫胎換骨，必需要付出極大的努力才行。	To transform yourself thoroughly in a short time, you must put in tremendous effort.	2026-06-29 23:10:08
9513	這件剛洗乾淨的衣服脫水之後，平放在陽台很快就曬乾。	After this freshly washed clothing is spun dry, it dries quickly when laid flat on the balcony.	2026-06-29 23:10:08
9514	這隻流浪狗剛生了一窩小狗，終於擺脫了餐風露宿的生活。	This stray dog just gave birth to a litter of puppies, finally escaping a life of sleeping in the wild.	2026-06-29 23:10:08
9515	阿嬤每天早上都會吃一顆血壓藥，身體一直維持得很好。	Grandma takes a blood pressure pill every morning; her body has always been maintained very well.	2026-06-29 23:10:08
9516	這家老字號的中藥行在當地開了五十年，他們的配方很有名。	This time-honored traditional Chinese pharmacy has been open locally for fifty years; their formula is very famous.	2026-06-29 23:10:08
9517	感冒藥吃完之後很容易想睡覺，千萬不要開車或騎機車。	It's easy to feel sleepy after taking cold medicine; absolutely do not drive or ride a scooter.	2026-06-29 23:10:08
9518	這款薄荷藥膏聞起來很提神，一擦上去鼻子立刻就通了。	This peppermint medicated ointment smells very refreshing; once applied, the nose clears up immediately.	2026-06-29 23:10:08
9519	醫生建議他最近飲食要清淡，才能配合藥物發揮最好的效果。	The doctor suggested his diet should be light lately to cooperate with the medicine for the best effect.	2026-06-29 23:10:08
9520	這家特色餐廳的藥膳雞湯非常有名，每天下午都大排長龍。	This specialty restaurant's herbal chicken soup is very famous; long lines form every afternoon.	2026-06-29 23:10:08
9521	今天初一很多人去土地公廟拜拜，大門口擠得水洩不通。	Today is the first day of the lunar month and many people went to the temple to pray; the entrance is packed.	2026-06-29 23:10:08
9522	拜託你幫我把這疊剛印好的講義拿到客廳桌上放好，謝謝。	I beg you to help me take this stack of newly printed handouts to the living room table, thank you.	2026-06-29 23:10:08
9523	小明這學期的期末考成績很差，現在只能拜託老師通融。	Xiao Ming's final exam grades this semester were bad; now he can only beg the teacher for leniency.	2026-06-29 23:10:08
9524	如果你明天有空的話，我們一起去拜訪新搬來的隔壁鄰居。	If you are free tomorrow, let's go visit the next-door neighbor who just moved in together.	2026-06-29 23:10:08
9525	新郎新娘在婚宴上大方接吻，接受全場親友的拜壽與祝福。	The bride and groom kissed generously at the wedding banquet, receiving birthday greetings and blessings.	2026-06-29 23:10:08
9526	這部剛上映的公路電影，記錄了台灣許多古老的拜神儀式。	This newly released road movie records many ancient god-worshiping rituals in Taiwan.	2026-06-29 23:10:08
